transaction_id,customer_id,amount,timestamp,merchant_category
6922,C4018,0.42,2023-06-01 03:22:55,Retail
8503,C6959,7490.48,2023-06-01 03:23:02,Electronics
10500,C1022,63.72,2023-06-01 03:23:53,Entertainment
5269,C3461,77.34,2023-06-01 03:24:18,Electronics
3230,C8854,63.76,2023-06-01 03:25:37,Retail
4128,C7750,52.52,2023-06-01 03:25:40,Electronics
8114,C5068,62.5,2023-06-01 03:25:50,Retail
6796,C8438,50.25,2023-06-01 03:25:57,Retail
9455,C1564,73.42,2023-06-01 03:26:30,Entertainment
3611,C6134,46.93,2023-06-01 03:27:17,Retail
2137,C5941,64.77,2023-06-01 03:30:29,Electronics
6659,C3605,64.53,2023-06-01 03:30:55,Retail
8081,C3445,15.53,2023-06-01 03:33:13,Grocery
4893,C7347,50.04,2023-06-01 03:33:29,Restaurant
4293,C3573,59.06,2023-06-01 03:34:43,Restaurant
1627,C6280,11469.05,2023-06-01 03:35:10,Restaurant
3210,C9683,25.11,2023-06-01 03:37:00,Retail
8272,C9021,55.15,2023-06-01 03:37:31,Grocery
5781,C5622,64.9,2023-06-01 03:39:56,Retail
10259,C4236,80.66,2023-06-01 03:43:21,Retail
7512,C5009,0.46,2023-06-01 03:45:21,Restaurant
5562,C6331,122.32,2023-06-01 03:45:25,Retail
3442,C9537,79.55,2023-06-01 03:45:38,Grocery
6702,C5989,53.19,2023-06-01 03:46:44,Retail
3485,C6228,53.24,2023-06-01 03:47:08,Electronics
9636,C5215,39.38,2023-06-01 03:47:49,Entertainment
5714,C9841,51.41,2023-06-01 03:48:04,Grocery
2235,C7062,71.21,2023-06-01 03:48:15,Entertainment
4963,C4327,75.26,2023-06-01 03:48:37,Restaurant
10602,C2680,26.77,2023-06-01 03:51:18,Restaurant
8051,C3131,10.0,2023-06-01 03:51:46,Electronics
3926,C2934,71.47,2023-06-01 03:51:50,Retail
10668,C9097,46.77,2023-06-01 03:52:11,Grocery
10866,C9174,48.38,2023-06-01 03:53:10,Restaurant
10806,C8926,111.22,2023-06-01 03:54:33,Retail
7159,C6340,0.58,2023-06-01 03:55:12,Entertainment
6730,C3841,87.93,2023-06-01 03:55:25,Grocery
3467,C3219,39.2,2023-06-01 03:55:33,Restaurant
7588,C6940,56.56,2023-06-01 03:56:49,Electronics
7731,C3001,68.12,2023-06-01 03:57:34,Electronics
1736,C6003,56.51,2023-06-01 03:58:05,Restaurant
9047,C9866,41.62,2023-06-01 03:58:21,Grocery
3717,C7743,52.24,2023-06-01 03:58:30,Retail
8831,C3742,57.45,2023-06-01 03:59:56,Grocery
1828,C7770,52.8,2023-06-01 04:00:21,Retail
9546,C4873,68.46,2023-06-01 04:01:49,Grocery
7237,C4940,75.0,2023-06-01 04:04:03,Entertainment
10991,C7375,3293.37,2023-06-01 04:04:32,Electronics
4892,C2696,99.14,2023-06-01 04:05:05,Restaurant
5538,C5591,59.82,2023-06-01 04:05:21,Entertainment
5398,C3650,69.57,2023-06-01 04:06:06,Electronics
6398,C1803,68.89,2023-06-01 04:06:10,Restaurant
1136,C1009,78.08,2023-06-01 04:06:20,Grocery
10097,C7097,64.55,2023-06-01 04:06:59,Entertainment
4223,C3872,103.88,2023-06-01 04:07:41,Entertainment
2895,C1517,0.2,2023-06-01 04:11:07,Grocery
6448,C2936,79.84,2023-06-01 04:11:57,Retail
8917,C3793,70.54,2023-06-01 04:12:26,Retail
1165,C9479,62.45,2023-06-01 04:14:58,Retail
9925,C3933,87.41,2023-06-01 04:15:02,Grocery
6337,C3024,7333.39,2023-06-01 04:15:43,Entertainment
3897,C6353,56.9,2023-06-01 04:17:12,Restaurant
5128,C4014,1.34,2023-06-01 04:18:21,Electronics
3066,C9806,40.96,2023-06-01 04:18:53,Grocery
10892,C7701,84.94,2023-06-01 04:20:15,Grocery
7359,C5982,79.0,2023-06-01 04:20:21,Restaurant
5383,C7511,79.57,2023-06-01 04:21:11,Grocery
4848,C2868,84.9,2023-06-01 04:21:25,Retail
4382,C3422,34.1,2023-06-01 04:21:51,Entertainment
2421,C6598,105.31,2023-06-01 04:21:55,Restaurant
8697,C7841,1.45,2023-06-01 04:22:33,Electronics
6258,C4014,37.55,2023-06-01 04:23:08,Electronics
3774,C5945,83.65,2023-06-01 04:23:54,Grocery
1629,C2419,19.59,2023-06-01 04:25:39,Entertainment
9176,C7125,111.35,2023-06-01 04:26:13,Grocery
7994,C1570,62.12,2023-06-01 04:26:39,Grocery
7687,C4700,82.3,2023-06-01 04:30:54,Entertainment
4512,C4575,73.44,2023-06-01 04:32:05,Entertainment
8438,C7395,89.06,2023-06-01 04:32:21,Retail
10847,C8331,6743.0,2023-06-01 04:33:21,Retail
8163,C9179,41.12,2023-06-01 04:36:43,Electronics
6612,C9740,87.14,2023-06-01 04:36:53,Grocery
7382,C2915,100.2,2023-06-01 04:37:12,Restaurant
9981,C1556,102.39,2023-06-01 04:37:14,Restaurant
7370,C6785,58.4,2023-06-01 04:37:55,Grocery
8025,C7920,67.47,2023-06-01 04:39:22,Retail
1263,C4853,25.02,2023-06-01 04:39:58,Grocery
6481,C3224,73.75,2023-06-01 04:42:27,Restaurant
8476,C6575,70.08,2023-06-01 04:43:10,Grocery
5814,C5078,10.0,2023-06-01 04:44:01,Retail
3408,C3526,73.03,2023-06-01 04:44:25,Retail
10651,C6247,0.32,2023-06-01 04:46:02,Grocery
5385,C7770,1.52,2023-06-01 04:46:58,Grocery
7601,C6036,68.07,2023-06-01 04:47:25,Entertainment
3881,C9209,81.5,2023-06-01 04:48:50,Electronics
1038,C5333,45.22,2023-06-01 04:50:23,Entertainment
10054,C1756,60.33,2023-06-01 04:50:43,Electronics
6652,C9728,10.0,2023-06-01 04:50:54,Electronics
7395,C7109,37.39,2023-06-01 04:51:16,Electronics
3757,C9967,60.38,2023-06-01 04:51:19,Grocery
4935,C1927,43.66,2023-06-01 04:51:38,Retail
2530,C1269,0.77,2023-06-01 04:51:48,Electronics
9374,C8476,0.34,2023-06-01 04:53:17,Electronics
6870,C1194,57.95,2023-06-01 04:53:34,Electronics
5794,C6104,26.18,2023-06-01 04:53:50,Grocery
2119,C3854,1.19,2023-06-01 04:54:15,Retail
1937,C3725,1.02,2023-06-01 04:54:16,Retail
3154,C7868,26.59,2023-06-01 04:55:07,Electronics
7185,C8499,48.22,2023-06-01 04:56:29,Grocery
8265,C6080,68.29,2023-06-01 04:56:32,Retail
4450,C2075,7427.78,2023-06-01 04:56:57,Electronics
1341,C1685,33.42,2023-06-01 04:57:00,Entertainment
3615,C6700,85.44,2023-06-01 04:57:29,Grocery
7452,C3423,81.49,2023-06-01 04:58:29,Restaurant
10467,C5448,10.38,2023-06-01 04:58:49,Entertainment
6588,C5011,62.56,2023-06-01 04:59:14,Entertainment
5090,C9238,58.69,2023-06-01 04:59:28,Retail
2128,C8344,99.74,2023-06-01 05:01:31,Electronics
2301,C8538,1.7,2023-06-01 05:01:35,Restaurant
9196,C5170,53.1,2023-06-01 05:02:03,Electronics
5767,C2808,64.6,2023-06-01 05:02:34,Grocery
3827,C8248,96.66,2023-06-01 05:03:21,Retail
7975,C7690,86.0,2023-06-01 05:04:32,Retail
2910,C9498,90.17,2023-06-01 05:05:36,Retail
10633,C8022,58.36,2023-06-01 05:05:44,Retail
9748,C8220,0.06,2023-06-01 05:05:48,Retail
9162,C4428,65.21,2023-06-01 05:06:35,Grocery
4739,C7979,55.35,2023-06-01 05:07:37,Electronics
6549,C9558,74.45,2023-06-01 05:07:59,Retail
4884,C9689,73.37,2023-06-01 05:09:20,Entertainment
7120,C9686,19.42,2023-06-01 05:09:50,Retail
6720,C4854,78.3,2023-06-01 05:12:03,Entertainment
10195,C9722,14.55,2023-06-01 05:12:16,Restaurant
4230,C7415,24.78,2023-06-01 05:14:11,Restaurant
10619,C3778,10.0,2023-06-01 05:14:12,Restaurant
7002,C1644,52.27,2023-06-01 05:17:10,Entertainment
1357,C3938,29.26,2023-06-01 05:18:04,Entertainment
8814,C7664,27.79,2023-06-01 05:20:14,Grocery
3323,C2578,109.81,2023-06-01 05:23:02,Grocery
8153,C2468,93.01,2023-06-01 05:24:11,Electronics
8929,C1378,70.96,2023-06-01 05:24:56,Restaurant
5076,C7357,1.26,2023-06-01 05:25:08,Grocery
3421,C2674,55.45,2023-06-01 05:25:50,Entertainment
10617,C2841,80.51,2023-06-01 05:26:27,Restaurant
1768,C3330,64.92,2023-06-01 05:26:30,Grocery
9787,C7200,105.23,2023-06-01 05:27:11,Electronics
1729,C4697,59.52,2023-06-01 05:28:02,Electronics
1572,C2124,55.42,2023-06-01 05:29:20,Restaurant
1016,C9279,32.53,2023-06-01 05:29:27,Retail
1195,C2545,50.61,2023-06-01 05:32:58,Entertainment
5323,C4315,76.07,2023-06-01 05:34:08,Entertainment
4495,C7709,81.33,2023-06-01 05:35:13,Grocery
3200,C9813,103.81,2023-06-01 05:36:13,Electronics
4525,C2045,49.89,2023-06-01 05:37:47,Grocery
3906,C8118,69.1,2023-06-01 05:38:39,Retail
8995,C2065,72.28,2023-06-01 05:39:46,Grocery
10323,C6605,12.95,2023-06-01 05:40:31,Electronics
1310,C5462,0.81,2023-06-01 05:41:09,Restaurant
6821,C5129,71.72,2023-06-01 05:41:26,Grocery
2079,C6942,55.42,2023-06-01 05:41:36,Grocery
1074,C1916,49.34,2023-06-01 05:42:36,Grocery
7736,C3205,35.91,2023-06-01 05:44:17,Restaurant
7034,C4468,10.0,2023-06-01 05:45:37,Grocery
6482,C8888,91.6,2023-06-01 05:45:39,Entertainment
1327,C5291,65.8,2023-06-01 05:46:57,Restaurant
1853,C8560,51.32,2023-06-01 05:47:16,Grocery
9521,C2668,68.02,2023-06-01 05:47:18,Entertainment
2106,C3370,41.3,2023-06-01 05:48:13,Retail
10338,C5606,38.04,2023-06-01 05:48:29,Retail
9257,C1194,48.0,2023-06-01 05:48:48,Electronics
10464,C7293,85.01,2023-06-01 05:49:28,Electronics
5866,C3061,65.26,2023-06-01 05:50:10,Grocery
5604,C5915,81.54,2023-06-01 05:51:18,Retail
5401,C9328,69.87,2023-06-01 05:51:27,Entertainment
9526,C6314,45.55,2023-06-01 05:51:45,Retail
5558,C1193,100.34,2023-06-01 05:52:56,Entertainment
3530,C7547,73.96,2023-06-01 05:53:49,Entertainment
6328,C1408,85.89,2023-06-01 05:55:35,Restaurant
6629,C4004,40.75,2023-06-01 05:57:10,Electronics
3824,C4490,39.01,2023-06-01 05:57:28,Restaurant
4861,C9067,92.4,2023-06-01 05:58:14,Grocery
1770,C1977,97.63,2023-06-01 05:58:22,Grocery
3553,C2406,45.35,2023-06-01 06:00:35,Entertainment
6035,C8999,74.16,2023-06-01 06:01:32,Entertainment
7947,C7668,58.72,2023-06-01 06:05:13,Retail
2371,C8381,48.27,2023-06-01 06:05:19,Grocery
8791,C4925,60.94,2023-06-01 06:06:16,Electronics
8956,C4188,23.33,2023-06-01 06:09:12,Grocery
7081,C7060,54.35,2023-06-01 06:09:16,Retail
6744,C3359,49.81,2023-06-01 06:10:15,Electronics
4435,C8259,89.78,2023-06-01 06:10:40,Entertainment
3593,C8037,84.2,2023-06-01 06:12:12,Grocery
10166,C8678,41.67,2023-06-01 06:13:07,Entertainment
4951,C7371,80.49,2023-06-01 06:13:46,Electronics
1668,C6632,59.19,2023-06-01 06:17:18,Retail
4864,C2752,49.36,2023-06-01 06:17:45,Entertainment
1237,C7396,69.74,2023-06-01 06:18:52,Restaurant
7938,C3883,59.04,2023-06-01 06:20:38,Electronics
8057,C5270,92.79,2023-06-01 06:21:07,Electronics
9936,C6706,44.83,2023-06-01 06:21:55,Electronics
7624,C1168,50.4,2023-06-01 06:24:35,Grocery
8048,C3585,35.92,2023-06-01 06:24:42,Entertainment
9675,C7032,33.09,2023-06-01 06:26:51,Retail
7746,C3502,1.95,2023-06-01 06:29:02,Grocery
3290,C9584,67.14,2023-06-01 06:29:26,Restaurant
1993,C4770,73.36,2023-06-01 06:30:07,Retail
9986,C5959,85.36,2023-06-01 06:30:55,Restaurant
4153,C6224,1.46,2023-06-01 06:33:16,Retail
7168,C4884,72.72,2023-06-01 06:33:46,Grocery
9396,C9085,63.44,2023-06-01 06:34:44,Grocery
1530,C9947,31.13,2023-06-01 06:35:53,Retail
6255,C9230,36.67,2023-06-01 06:37:02,Electronics
1079,C5386,15.79,2023-06-01 06:38:01,Entertainment
6208,C3502,1.22,2023-06-01 06:38:29,Electronics
8224,C2737,42.82,2023-06-01 06:38:52,Electronics
7670,C8633,89.71,2023-06-01 06:41:52,Retail
2846,C7453,96.64,2023-06-01 06:42:46,Electronics
3861,C6916,1.63,2023-06-01 06:43:37,Grocery
9761,C8829,1.25,2023-06-01 06:43:47,Entertainment
7851,C6952,10.0,2023-06-01 06:47:27,Grocery
9818,C6707,65.68,2023-06-01 06:47:28,Retail
3072,C9653,65.31,2023-06-01 06:50:10,Retail
10019,C1323,46.9,2023-06-01 06:50:27,Restaurant
1727,C2940,75.64,2023-06-01 06:52:48,Restaurant
9318,C9005,40.84,2023-06-01 06:52:51,Entertainment
6863,C7222,73.59,2023-06-01 06:56:08,Electronics
7223,C1083,55.56,2023-06-01 07:00:51,Restaurant
4850,C4633,57.76,2023-06-01 07:01:14,Grocery
9549,C2300,93.98,2023-06-01 07:02:05,Electronics
1135,C9689,39.81,2023-06-01 07:03:52,Entertainment
2531,C9443,64.12,2023-06-01 07:04:11,Entertainment
2946,C1689,19.32,2023-06-01 07:05:45,Electronics
4379,C2283,30.45,2023-06-01 07:06:05,Electronics
1552,C3977,47.9,2023-06-01 07:08:37,Retail
8923,C3087,84.45,2023-06-01 07:09:14,Retail
2997,C5888,0.37,2023-06-01 07:09:57,Entertainment
8806,C7676,57.74,2023-06-01 07:10:27,Entertainment
2425,C3253,93.89,2023-06-01 07:11:40,Grocery
8470,C2867,86.8,2023-06-01 07:12:48,Retail
1681,C9779,40.11,2023-06-01 07:13:05,Retail
4062,C2964,0.36,2023-06-01 07:13:30,Retail
9093,C7558,58.83,2023-06-01 07:13:33,Entertainment
8380,C8765,55.6,2023-06-01 07:14:11,Electronics
10362,C1834,59.71,2023-06-01 07:16:33,Electronics
6107,C5994,81.21,2023-06-01 07:16:33,Restaurant
2202,C3535,33.48,2023-06-01 07:17:08,Retail
9572,C6427,35.33,2023-06-01 07:17:51,Grocery
1517,C2020,75.38,2023-06-01 07:19:31,Entertainment
3501,C8183,76.11,2023-06-01 07:19:57,Grocery
1617,C3506,85.95,2023-06-01 07:26:35,Entertainment
3475,C6484,71.85,2023-06-01 07:28:17,Restaurant
10293,C1659,73.51,2023-06-01 07:28:51,Electronics
10550,C3911,86.21,2023-06-01 07:29:13,Electronics
1367,C4644,56.64,2023-06-01 07:31:04,Grocery
9934,C7921,44.11,2023-06-01 07:32:28,Electronics
7572,C3532,49.7,2023-06-01 07:34:36,Electronics
7444,C7462,15.87,2023-06-01 07:35:59,Restaurant
10774,C8821,28.25,2023-06-01 07:36:41,Retail
9845,C2728,86.81,2023-06-01 07:38:29,Restaurant
2428,C5846,109.35,2023-06-01 07:38:33,Electronics
2759,C5745,41.96,2023-06-01 07:40:41,Grocery
4952,C4892,34.9,2023-06-01 07:41:34,Retail
2916,C6140,86.04,2023-06-01 07:42:19,Grocery
10876,C6789,12.75,2023-06-01 07:42:24,Restaurant
2387,C7347,60.72,2023-06-01 07:42:52,Entertainment
3459,C2260,8989.38,2023-06-01 07:44:24,Restaurant
3914,C3248,72.97,2023-06-01 07:44:45,Electronics
5319,C7315,60.06,2023-06-01 07:45:00,Restaurant
5962,C4784,37.21,2023-06-01 07:45:15,Restaurant
3341,C1519,52.87,2023-06-01 07:47:44,Retail
2662,C1424,1000.0,2023-06-01 07:48:14,Restaurant
2438,C3658,10.0,2023-06-01 07:48:40,Grocery
3133,C7439,15.11,2023-06-01 07:52:28,Retail
6960,C2194,90.99,2023-06-01 07:52:42,Electronics
4461,C5087,44.64,2023-06-01 07:53:15,Electronics
5784,C8183,67.98,2023-06-01 07:54:25,Grocery
8758,C7258,80.39,2023-06-01 07:55:29,Entertainment
3270,C4214,51.62,2023-06-01 07:57:18,Restaurant
2993,C4052,88.66,2023-06-01 07:57:28,Electronics
4818,C8521,57.53,2023-06-01 07:59:34,Entertainment
8126,C5198,46.84,2023-06-01 08:00:50,Entertainment
