timestamp,energy_kwh,temperature,humidity,is_weekend,is_holiday,hour_of_day,occupancy_percent
2020-01-03 22:00:00,-0.7,32.3,60.8,0,0,22,67.2
2020-01-03 23:00:00,5.5,27.6,55.7,0,0,23,61.0
2020-01-04 00:00:00,50.2,31.2,45.7,1,0,0,16.3
2020-01-04 01:00:00,48.6,29.8,36.2,1,0,1,17.9
2020-01-04 02:00:00,54.2,27.1,30.7,1,0,2,12.3
2020-01-04 03:00:00,56.0,31.1,39.1,1,0,3,10.5
2020-01-04 04:00:00,60.9,30.0,36.0,1,0,4,5.6
2020-01-04 05:00:00,51.2,31.1,67.2,1,0,5,15.3
2020-01-04 06:00:00,57.7,31.2,61.7,1,0,6,8.8
2020-01-04 07:00:00,51.1,29.5,39.6,1,0,7,15.4
2020-01-04 08:00:00,52.7,29.7,35.0,1,0,8,13.8
2020-01-04 09:00:00,58.3,27.3,48.1,1,0,9,8.2
2020-01-04 10:00:00,49.0,29.3,40.6,1,0,10,17.5
2020-01-04 11:00:00,43.7,29.0,32.5,1,0,11,22.8
2020-01-04 12:00:00,55.4,33.0,30.4,1,0,12,11.1
2020-01-04 13:00:00,59.5,29.6,50.2,1,0,13,7.0
2020-01-04 14:00:00,45.1,34.1,37.4,1,0,14,21.4
2020-01-04 15:00:00,58.2,34.0,68.6,1,0,15,8.3
2020-01-04 16:00:00,55.9,27.4,54.6,1,0,16,10.6
2020-01-04 17:00:00,52.7,32.7,54.0,1,0,17,13.8
2020-01-04 18:00:00,55.3,33.9,53.3,1,0,18,11.2
2020-01-04 19:00:00,48.2,27.1,65.7,1,0,19,18.3
2020-01-04 20:00:00,61.3,30.2,50.8,1,0,20,5.2
2020-01-04 21:00:00,56.2,32.0,53.1,1,0,21,10.3
2020-01-04 22:00:00,53.7,32.2,36.5,1,0,22,12.8
2020-01-04 23:00:00,60.7,29.2,42.1,1,0,23,5.8
2020-01-05 00:00:00,48.9,34.4,31.5,1,0,0,17.6
2020-01-05 01:00:00,56.8,36.6,37.8,1,0,1,9.7
2020-01-05 02:00:00,50.4,30.9,68.2,1,0,2,16.1
2020-01-05 03:00:00,48.4,28.7,59.8,1,0,3,18.1
2020-01-05 04:00:00,54.4,34.4,33.5,1,0,4,12.1
2020-01-05 05:00:00,53.0,32.8,46.2,1,0,5,13.5
2020-01-05 06:00:00,45.6,28.8,34.0,1,0,6,20.9
2020-01-05 07:00:00,61.3,28.1,51.6,1,0,7,5.2
2020-01-05 08:00:00,43.6,32.9,46.9,1,0,8,22.9
2020-01-05 09:00:00,52.2,32.6,46.3,1,0,9,14.3
2020-01-05 10:00:00,54.4,28.4,34.1,1,0,10,12.1
2020-01-05 11:00:00,44.1,33.5,40.5,1,0,11,22.4
2020-01-05 12:00:00,56.4,28.8,55.8,1,0,12,10.1
2020-01-05 13:00:00,57.0,33.0,49.9,1,0,13,9.5
2020-01-05 14:00:00,56.9,30.5,30.0,1,0,14,9.6
2020-01-05 15:00:00,50.2,32.5,55.9,1,0,15,16.3
2020-01-05 16:00:00,56.6,30.0,36.0,1,0,16,9.9
2020-01-05 17:00:00,44.1,28.7,58.2,1,0,17,22.4
2020-01-05 18:00:00,51.5,30.2,44.6,1,0,18,15.0
2020-01-05 19:00:00,52.9,28.4,65.6,1,0,19,13.6
2020-01-05 20:00:00,45.5,35.9,56.8,1,0,20,21.0
2020-01-05 21:00:00,50.8,34.2,51.6,1,0,21,15.7
2020-01-05 22:00:00,59.0,34.9,64.2,1,0,22,7.5
2020-01-05 23:00:00,44.6,36.1,58.2,1,0,23,21.9
2020-01-06 00:00:00,1.2,30.7,48.1,0,0,0,65.3
2020-01-06 01:00:00,4.3,28.4,43.9,0,0,1,62.2
2020-01-06 02:00:00,46.1,30.1,30.1,0,0,2,20.4
2020-01-06 03:00:00,16.0,32.0,50.9,0,0,3,50.5
2020-01-06 04:00:00,23.8,34.7,45.7,0,0,4,42.7
2020-01-06 05:00:00,14.8,30.6,52.9,0,0,5,51.7
2020-01-06 06:00:00,41.7,31.7,34.7,0,0,6,24.8
2020-01-06 07:00:00,-0.9,27.5,32.9,0,0,7,67.4
2020-01-06 08:00:00,22.5,29.9,33.5,0,0,8,44.0
2020-01-06 09:00:00,3.7,32.6,44.1,0,0,9,62.8
2020-01-06 10:00:00,43.4,27.6,46.6,0,0,10,23.1
2020-01-06 11:00:00,45.3,27.1,33.5,0,0,11,21.2
2020-01-06 12:00:00,24.7,36.1,63.4,0,0,12,41.8
2020-01-06 13:00:00,-0.1,32.8,38.6,0,0,13,66.6
2020-01-06 14:00:00,35.2,30.2,33.7,0,0,14,31.3
2020-01-06 15:00:00,11.0,35.7,47.7,0,0,15,55.5
2020-01-06 16:00:00,19.4,34.1,44.2,0,0,16,47.1
2020-01-06 17:00:00,-7.4,35.6,69.9,0,0,17,73.9
2020-01-06 18:00:00,31.0,34.4,49.2,0,0,18,35.5
2020-01-06 19:00:00,18.5,30.8,33.2,0,0,19,48.0
2020-01-06 20:00:00,25.5,32.7,31.9,0,0,20,41.0
2020-01-06 21:00:00,40.4,31.5,35.8,0,0,21,26.1
2020-01-06 22:00:00,20.6,36.6,59.4,0,0,22,45.9
2020-01-06 23:00:00,-5.4,35.1,39.2,0,0,23,71.9
2020-01-07 00:00:00,14.4,32.2,49.4,0,0,0,52.1
2020-01-07 01:00:00,44.4,29.2,53.0,0,0,1,22.1
2020-01-07 02:00:00,13.4,33.9,42.3,0,0,2,53.1
2020-01-07 03:00:00,40.4,27.2,59.0,0,0,3,26.1
2020-01-07 04:00:00,39.1,29.0,31.0,0,0,4,27.4
2020-01-07 05:00:00,-3.5,36.7,41.2,0,0,5,70.0
2020-01-07 06:00:00,-7.1,31.5,35.5,0,0,6,73.6
2020-01-07 07:00:00,-3.0,28.4,54.3,0,0,7,69.5
2020-01-07 08:00:00,12.7,34.4,36.9,0,0,8,53.8
2020-01-07 09:00:00,14.3,30.4,67.2,0,0,9,52.2
2020-01-07 10:00:00,38.7,29.4,56.0,0,0,10,27.8
2020-01-07 11:00:00,21.9,32.9,43.8,0,0,11,44.6
2020-01-07 12:00:00,26.2,27.5,66.0,0,0,12,40.3
2020-01-07 13:00:00,5.3,33.4,62.9,0,0,13,61.2
2020-01-07 14:00:00,-2.6,28.8,45.0,0,0,14,69.1
2020-01-07 15:00:00,23.4,36.0,40.9,0,0,15,43.1
2020-01-07 16:00:00,33.7,28.6,30.4,0,0,16,32.8
2020-01-07 17:00:00,36.4,27.7,56.7,0,0,17,30.1
2020-01-07 18:00:00,39.5,34.4,65.9,0,0,18,27.0
2020-01-07 19:00:00,33.8,32.0,58.7,0,0,19,32.7
2020-01-07 20:00:00,33.8,34.4,30.7,0,0,20,32.7
2020-01-07 21:00:00,6.7,33.7,45.2,0,0,21,59.8
2020-01-07 22:00:00,14.7,29.9,33.1,0,0,22,51.8
2020-01-07 23:00:00,43.6,36.9,42.7,0,0,23,22.9
2020-01-08 00:00:00,4.5,28.0,38.7,0,0,0,62.0
2020-01-08 01:00:00,29.7,30.2,67.6,0,0,1,36.8
2020-01-08 02:00:00,-7.6,29.9,68.7,0,0,2,74.1
2020-01-08 03:00:00,45.8,34.2,62.2,0,0,3,20.7
2020-01-08 04:00:00,33.3,29.9,39.1,0,0,4,33.2
2020-01-08 05:00:00,12.4,31.6,42.4,0,0,5,54.1
2020-01-08 06:00:00,24.0,35.2,58.8,0,0,6,42.5
2020-01-08 07:00:00,8.3,33.5,51.7,0,0,7,58.2
2020-01-08 08:00:00,33.1,28.3,56.8,0,0,8,33.4
2020-01-08 09:00:00,18.4,34.0,60.3,0,0,9,48.1
2020-01-08 10:00:00,13.9,33.4,36.0,0,0,10,52.6
2020-01-08 11:00:00,11.1,33.0,59.1,0,0,11,55.4
2020-01-08 12:00:00,35.2,28.2,65.5,0,0,12,31.3
2020-01-08 13:00:00,0.3,32.2,50.7,0,0,13,66.2
2020-01-08 14:00:00,42.8,34.5,67.2,0,0,14,23.7
2020-01-08 15:00:00,2.1,28.9,30.7,0,0,15,64.4
2020-01-08 16:00:00,17.1,30.4,39.7,0,0,16,49.4
2020-01-08 17:00:00,14.3,35.3,42.3,0,0,17,52.2
2020-01-08 18:00:00,-7.6,29.0,58.3,0,0,18,74.1
2020-01-08 19:00:00,18.8,32.1,55.3,0,0,19,47.7
2020-01-08 20:00:00,1.8,28.3,66.9,0,0,20,64.7
2020-01-08 21:00:00,-7.5,31.8,39.2,0,0,21,74.0
2020-01-08 22:00:00,12.4,34.5,63.3,0,0,22,54.1
2020-01-08 23:00:00,30.3,35.5,64.9,0,0,23,36.2
2020-01-09 00:00:00,28.3,35.6,45.1,0,0,0,38.2
2020-01-09 01:00:00,-6.6,29.9,61.4,0,0,1,73.1
2020-01-09 02:00:00,2.6,35.8,44.4,0,0,2,63.9
2020-01-09 03:00:00,-3.7,31.2,40.8,0,0,3,70.2
2020-01-09 04:00:00,8.9,27.3,63.4,0,0,4,57.6
2020-01-09 05:00:00,26.7,35.4,48.9,0,0,5,39.8
2020-01-09 06:00:00,11.8,32.6,62.9,0,0,6,54.7
2020-01-09 07:00:00,-4.7,30.6,42.6,0,0,7,71.2
2020-01-09 08:00:00,-3.3,34.1,40.9,0,0,8,69.8
2020-01-09 09:00:00,10.4,35.2,69.2,0,0,9,56.1
2020-01-09 10:00:00,23.6,35.3,42.7,0,0,10,42.9
2020-01-09 11:00:00,-5.4,32.7,37.0,0,0,11,71.9
2020-01-09 12:00:00,35.1,34.1,46.8,0,0,12,31.4
2020-01-09 13:00:00,37.4,30.7,45.5,0,0,13,29.1
2020-01-09 14:00:00,27.5,29.4,38.5,0,0,14,39.0
2020-01-09 15:00:00,6.2,32.2,49.9,0,0,15,60.3
2020-01-09 16:00:00,45.6,34.7,59.3,0,0,16,20.9
2020-01-09 17:00:00,43.7,31.3,54.6,0,0,17,22.8
2020-01-09 18:00:00,38.4,29.1,35.5,0,0,18,28.1
2020-01-09 19:00:00,6.7,30.8,35.2,0,0,19,59.8
2020-01-09 20:00:00,38.6,28.4,35.9,0,0,20,27.9
2020-01-09 21:00:00,-6.5,30.8,66.3,0,0,21,73.0
2020-01-09 22:00:00,14.5,32.1,39.8,0,0,22,52.0
2020-01-09 23:00:00,33.7,34.7,57.3,0,0,23,32.8
2020-01-10 00:00:00,25.7,32.0,48.5,0,0,0,40.8
2020-01-10 01:00:00,-4.2,32.0,44.3,0,0,1,70.7
2020-01-10 02:00:00,46.2,36.1,39.3,0,0,2,20.3
2020-01-10 03:00:00,8.7,32.8,52.1,0,0,3,57.8
2020-01-10 04:00:00,5.4,30.3,37.0,0,0,4,61.1
2020-01-10 05:00:00,4.6,27.5,62.6,0,0,5,61.9
2020-01-10 06:00:00,29.2,34.4,35.6,0,0,6,37.3
2020-01-10 07:00:00,9.1,27.4,49.9,0,0,7,57.4
2020-01-10 08:00:00,36.0,36.7,45.2,0,0,8,30.5
2020-01-10 09:00:00,31.0,30.7,42.5,0,0,9,35.5
2020-01-10 10:00:00,16.2,34.6,30.1,0,0,10,50.3
2020-01-10 11:00:00,1.7,32.1,30.9,0,0,11,64.8
2020-01-10 12:00:00,29.6,33.6,58.2,0,0,12,36.9
2020-01-10 13:00:00,11.1,33.8,38.0,0,0,13,55.4
2020-01-10 14:00:00,5.3,27.6,55.8,0,0,14,61.2
2020-01-10 15:00:00,26.8,34.1,57.2,0,0,15,39.7
2020-01-10 16:00:00,-6.9,28.5,48.2,0,0,16,73.4
2020-01-10 17:00:00,-7.6,33.7,41.7,0,0,17,74.1
2020-01-10 18:00:00,21.0,35.2,46.0,0,0,18,45.5
2020-01-10 19:00:00,6.6,27.9,51.4,0,0,19,59.9
2020-01-10 20:00:00,40.3,33.5,58.7,0,0,20,26.2
2020-01-10 21:00:00,43.0,27.0,62.6,0,0,21,23.5
2020-01-10 22:00:00,31.6,30.6,53.9,0,0,22,34.9
2020-01-10 23:00:00,40.9,28.0,32.4,0,0,23,25.6
2020-01-11 00:00:00,51.1,32.2,67.0,1,0,0,15.4
2020-01-11 01:00:00,58.5,31.5,35.0,1,0,1,8.0
2020-01-11 02:00:00,55.7,28.9,68.5,1,0,2,10.8
2020-01-11 03:00:00,41.7,36.1,34.2,1,0,3,24.8
2020-01-11 04:00:00,50.8,33.3,55.9,1,0,4,15.7
2020-01-11 05:00:00,58.9,30.3,40.6,1,0,5,7.6
2020-01-11 06:00:00,45.6,27.4,34.5,1,0,6,20.9
2020-01-11 07:00:00,42.3,36.4,53.9,1,0,7,24.2
2020-01-11 08:00:00,52.7,27.3,44.3,1,0,8,13.8
2020-01-11 09:00:00,44.3,33.6,57.7,1,0,9,22.2
2020-01-11 10:00:00,55.4,33.4,60.7,1,0,10,11.1
2020-01-11 11:00:00,42.3,28.9,44.6,1,0,11,24.2
2020-01-11 12:00:00,59.4,29.1,39.3,1,0,12,7.1
2020-01-11 13:00:00,54.7,34.7,36.7,1,0,13,11.8
2020-01-11 14:00:00,55.4,32.2,60.1,1,0,14,11.1
2020-01-11 15:00:00,51.3,27.7,63.0,1,0,15,15.2
2020-01-11 16:00:00,57.1,29.1,34.2,1,0,16,9.4
2020-01-11 17:00:00,60.8,36.0,54.3,1,0,17,5.7
2020-01-11 18:00:00,46.0,33.7,32.8,1,0,18,20.5
2020-01-11 19:00:00,48.8,27.2,68.1,1,0,19,17.7
2020-01-11 20:00:00,52.0,35.6,39.5,1,0,20,14.5
2020-01-11 21:00:00,59.8,31.7,63.2,1,0,21,6.7
2020-01-11 22:00:00,46.3,34.5,58.3,1,0,22,20.2
2020-01-11 23:00:00,41.9,33.8,60.3,1,0,23,24.6
2020-01-12 00:00:00,42.9,35.1,38.6,1,0,0,23.6
2020-01-12 01:00:00,52.4,32.3,37.4,1,0,1,14.1
2020-01-12 02:00:00,47.8,37.0,30.9,1,0,2,18.7
2020-01-12 03:00:00,53.9,30.2,54.4,1,0,3,12.6
2020-01-12 04:00:00,50.1,27.8,59.3,1,0,4,16.4
2020-01-12 05:00:00,60.7,28.5,43.3,1,0,5,5.8
2020-01-12 06:00:00,49.5,28.5,43.0,1,0,6,17.0
2020-01-12 07:00:00,45.8,35.8,36.9,1,0,7,20.7
2020-01-12 08:00:00,58.2,36.7,67.4,1,0,8,8.3
2020-01-12 09:00:00,47.9,32.0,53.1,1,0,9,18.6
2020-01-12 10:00:00,42.3,33.7,66.0,1,0,10,24.2
2020-01-12 11:00:00,48.2,32.0,49.8,1,0,11,18.3
2020-01-12 12:00:00,57.3,35.6,52.8,1,0,12,9.2
2020-01-12 13:00:00,58.8,27.4,61.1,1,0,13,7.7
2020-01-12 14:00:00,55.4,35.2,47.7,1,0,14,11.1
2020-01-12 15:00:00,57.3,34.6,42.1,1,0,15,9.2
2020-01-12 16:00:00,42.4,36.3,47.2,1,0,16,24.1
2020-01-12 17:00:00,49.9,36.0,38.6,1,0,17,16.6
2020-01-12 18:00:00,47.3,34.4,59.6,1,0,18,19.2
2020-01-12 19:00:00,54.7,32.4,60.3,1,0,19,11.8
2020-01-12 20:00:00,60.9,29.0,56.4,1,0,20,5.6
2020-01-12 21:00:00,43.3,29.2,37.9,1,0,21,23.2
2020-01-12 22:00:00,49.0,33.6,45.9,1,0,22,17.5
2020-01-12 23:00:00,57.9,30.1,32.9,1,0,23,8.6
2020-01-13 00:00:00,35.7,33.7,34.4,0,0,0,30.8
2020-01-13 01:00:00,2.2,30.1,60.1,0,0,1,64.3
2020-01-13 02:00:00,25.9,28.0,42.7,0,0,2,40.6
2020-01-13 03:00:00,8.3,28.0,44.5,0,0,3,58.2
2020-01-13 04:00:00,4.4,33.9,55.2,0,0,4,62.1
2020-01-13 05:00:00,30.5,33.2,62.6,0,0,5,36.0
2020-01-13 06:00:00,11.8,36.1,64.3,0,0,6,54.7
2020-01-13 07:00:00,4.5,28.6,55.2,0,0,7,62.0
2020-01-13 08:00:00,27.1,29.9,61.9,0,0,8,39.4
2020-01-13 09:00:00,24.2,30.1,33.3,0,0,9,42.3
2020-01-13 10:00:00,26.0,32.6,39.3,0,0,10,40.5
2020-01-13 11:00:00,3.4,30.2,63.8,0,0,11,63.1
2020-01-13 12:00:00,-5.3,35.0,30.7,0,0,12,71.8
2020-01-13 13:00:00,4.6,33.4,43.1,0,0,13,61.9
2020-01-13 14:00:00,-5.7,29.1,45.3,0,0,14,72.2
2020-01-13 15:00:00,-0.4,30.1,65.4,0,0,15,66.9
2020-01-13 16:00:00,1.0,35.4,39.2,0,0,16,65.5
2020-01-13 17:00:00,8.4,29.7,57.4,0,0,17,58.1
2020-01-13 18:00:00,8.9,35.8,65.4,0,0,18,57.6
2020-01-13 19:00:00,35.6,28.6,56.5,0,0,19,30.9
2020-01-13 20:00:00,42.8,29.1,60.6,0,0,20,23.7
2020-01-13 21:00:00,44.3,27.6,41.2,0,0,21,22.2
2020-01-13 22:00:00,27.1,27.6,62.7,0,0,22,39.4
2020-01-13 23:00:00,39.9,33.5,39.6,0,0,23,26.6
2020-01-14 00:00:00,45.1,29.3,37.2,0,0,0,21.4
2020-01-14 01:00:00,-1.9,36.1,61.1,0,0,1,68.4
2020-01-14 02:00:00,40.0,31.4,41.2,0,0,2,26.5
2020-01-14 03:00:00,9.9,35.4,67.0,0,0,3,56.6
2020-01-14 04:00:00,-3.3,31.2,54.6,0,0,4,69.8
2020-01-14 05:00:00,1.0,36.6,63.1,0,0,5,65.5
2020-01-14 06:00:00,17.4,31.9,55.4,0,0,6,49.1
2020-01-14 07:00:00,8.9,28.6,55.6,0,0,7,57.6
2020-01-14 08:00:00,24.9,36.8,38.4,0,0,8,41.6
2020-01-14 09:00:00,11.1,28.6,63.5,0,0,9,55.4
2020-01-14 10:00:00,-1.8,33.0,43.2,0,0,10,68.3
2020-01-14 11:00:00,-1.4,33.7,49.1,0,0,11,67.9
2020-01-14 12:00:00,3.3,31.2,53.9,0,0,12,63.2
2020-01-14 13:00:00,3.2,29.5,66.2,0,0,13,63.3
2020-01-14 14:00:00,14.3,35.0,35.8,0,0,14,52.2
2020-01-14 15:00:00,45.8,29.8,66.3,0,0,15,20.7
2020-01-14 16:00:00,23.8,33.5,36.1,0,0,16,42.7
2020-01-14 17:00:00,22.2,34.7,66.7,0,0,17,44.3
2020-01-14 18:00:00,29.3,31.5,46.2,0,0,18,37.2
2020-01-14 19:00:00,-3.5,27.5,68.9,0,0,19,70.0
2020-01-14 20:00:00,7.7,34.3,43.3,0,0,20,58.8
2020-01-14 21:00:00,44.3,36.0,46.3,0,0,21,22.2
2020-01-14 22:00:00,38.2,32.2,46.7,0,0,22,28.3
2020-01-14 23:00:00,22.8,33.6,54.7,0,0,23,43.7
2020-01-15 00:00:00,1.0,28.4,66.6,0,0,0,65.5
2020-01-15 01:00:00,32.2,30.0,36.3,0,0,1,34.3
2020-01-15 02:00:00,-1.6,33.4,51.4,0,0,2,68.1
2020-01-15 03:00:00,39.6,30.7,57.4,0,0,3,26.9
2020-01-15 04:00:00,28.6,27.1,61.1,0,0,4,37.9
2020-01-15 05:00:00,41.7,29.7,32.2,0,0,5,24.8
2020-01-15 06:00:00,-3.5,34.7,50.8,0,0,6,70.0
2020-01-15 07:00:00,13.0,29.0,52.1,0,0,7,53.5
2020-01-15 08:00:00,39.8,34.2,52.2,0,0,8,26.7
2020-01-15 09:00:00,11.6,30.0,47.4,0,0,9,54.9
2020-01-15 10:00:00,18.5,35.9,50.6,0,0,10,48.0
2020-01-15 11:00:00,11.5,32.2,60.0,0,0,11,55.0
2020-01-15 12:00:00,35.9,32.8,35.8,0,0,12,30.6
2020-01-15 13:00:00,37.8,35.6,31.9,0,0,13,28.7
2020-01-15 14:00:00,31.9,33.5,44.7,0,0,14,34.6
2020-01-15 15:00:00,45.1,31.9,33.6,0,0,15,21.4
2020-01-15 16:00:00,35.1,32.6,60.1,0,0,16,31.4
2020-01-15 17:00:00,36.4,34.8,38.8,0,0,17,30.1
2020-01-15 18:00:00,-2.7,35.0,51.7,0,0,18,69.2
2020-01-15 19:00:00,2.3,29.7,62.5,0,0,19,64.2
2020-01-15 20:00:00,-7.3,27.8,56.1,0,0,20,73.8
2020-01-15 21:00:00,5.4,32.2,64.0,0,0,21,61.1
2020-01-15 22:00:00,-5.0,29.7,44.2,0,0,22,71.5
2020-01-15 23:00:00,12.0,27.5,47.3,0,0,23,54.5
2020-01-16 00:00:00,5.6,31.3,44.0,0,0,0,60.9
2020-01-16 01:00:00,13.7,29.8,61.7,0,0,1,52.8
2020-01-16 02:00:00,39.9,34.7,52.4,0,0,2,26.6
2020-01-16 03:00:00,21.8,31.8,50.3,0,0,3,44.7
2020-01-16 04:00:00,-5.8,36.7,47.1,0,0,4,72.3
2020-01-16 05:00:00,28.7,33.8,53.0,0,0,5,37.8
2020-01-16 06:00:00,-0.8,31.7,45.1,0,0,6,67.3
2020-01-16 07:00:00,12.9,36.0,62.1,0,0,7,53.6
2020-01-16 08:00:00,26.8,30.2,50.7,0,0,8,39.7
2020-01-16 09:00:00,45.5,36.7,40.1,0,0,9,21.0
2020-01-16 10:00:00,0.7,27.7,63.4,0,0,10,65.8
2020-01-16 11:00:00,41.2,34.3,66.1,0,0,11,25.3
2020-01-16 12:00:00,-7.3,33.1,67.5,0,0,12,73.8
2020-01-16 13:00:00,39.1,31.4,47.2,0,0,13,27.4
2020-01-16 14:00:00,36.6,27.1,42.3,0,0,14,29.9
2020-01-16 15:00:00,26.8,28.4,58.0,0,0,15,39.7
2020-01-16 16:00:00,36.8,35.4,58.9,0,0,16,29.7
2020-01-16 17:00:00,25.6,30.9,55.0,0,0,17,40.9
2020-01-16 18:00:00,19.7,32.0,50.3,0,0,18,46.8
2020-01-16 19:00:00,-5.2,33.0,66.0,0,0,19,71.7
2020-01-16 20:00:00,-4.1,35.4,66.3,0,0,20,70.6
2020-01-16 21:00:00,39.8,36.3,51.0,0,0,21,26.7
2020-01-16 22:00:00,3.6,36.9,63.7,0,0,22,62.9
2020-01-16 23:00:00,39.1,32.8,61.6,0,0,23,27.4
2020-01-17 00:00:00,-8.4,31.4,33.5,0,0,0,74.9
2020-01-17 01:00:00,43.2,33.4,69.7,0,0,1,23.3
2020-01-17 02:00:00,-1.8,34.7,40.6,0,0,2,68.3
2020-01-17 03:00:00,35.8,28.3,55.7,0,0,3,30.7
2020-01-17 04:00:00,24.1,31.7,62.9,0,0,4,42.4
2020-01-17 05:00:00,39.3,32.9,41.6,0,0,5,27.2
2020-01-17 06:00:00,-4.0,31.0,35.5,0,0,6,70.5
2020-01-17 07:00:00,12.1,35.0,45.0,0,0,7,54.4
2020-01-17 08:00:00,12.9,33.5,51.2,0,0,8,53.6
2020-01-17 09:00:00,42.1,30.2,40.0,0,0,9,24.4
2020-01-17 10:00:00,30.7,36.6,39.2,0,0,10,35.8
